"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",
4202296,20,390, 8.5253900E+02, 4.7998044E+02, 1.4648437E+01, 3.1526718E+00,-1.9541985E+00,-2.6946564E+00,-7.2900002E+01,-3.9300003E+01,-1.5375000E+02, 5.3524635E+01, 4.8740002E+01, 9.0601125E+04, 1.0431641E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4203452,20,390, 8.5693353E+02, 4.8388669E+02, 1.8066406E+01, 2.7404580E+00, 7.1755725E-01,-1.0305344E+00,-7.1850006E+01,-3.6300003E+01,-1.5120001E+02, 5.3332943E+01, 4.8740002E+01, 9.0599016E+04, 1.0381836E+01, 6.5700001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
4204609,20,390, 8.7304681E+02, 4.8632809E+02, 1.6601563E+01, 4.5038166E+00, 8.0152673E-01,-2.2137403E+00,-7.4400002E+01,-3.8850002E+01,-1.5165001E+02, 5.3332943E+01, 4.8730000E+01, 9.0597953E+04, 1.0443359E+01, 6.4899999E-01, 0.0000000E+00, 6.1699998E-01,0,0,
4205765,20,390, 8.6083978E+02, 4.7900388E+02, 2.0019531E+01, 2.8931298E+00, 3.5114503E+00,-1.4809160E+00,-7.2750000E+01,-3.9450001E+01,-1.5285001E+02, 5.3285023E+01, 4.8730000E+01, 9.0598297E+04, 1.0418945E+01, 6.5700001E-01, 0.0000000E+00, 6.1699998E-01,0,0,
4206922,20,391, 8.5058588E+02, 4.9267575E+02, 1.4160155E+01, 3.4961832E+00,-4.1679387E+00,-2.1297710E+00,-7.3050003E+01,-3.7950001E+01,-1.5285001E+02, 5.3332943E+01, 4.8740002E+01, 9.0598469E+04, 1.0444336E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4208078,20,391, 8.5888666E+02, 4.7949216E+02, 1.2207030E+01, 3.3664122E+00,-2.2137403E+00,-9.3129772E-01,-7.4400002E+01,-3.7800003E+01,-1.5165001E+02, 5.3476711E+01, 4.8740002E+01, 9.0598313E+04, 1.0444336E+01, 6.5700001E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4209235,20,391, 8.5693353E+02, 4.6386716E+02, 1.3183593E+01, 2.1603053E+00, 2.2442749E+00,-5.3435117E-01,-7.2600006E+01,-3.5850002E+01,-1.5300000E+02, 5.3524635E+01, 4.8740002E+01, 9.0596883E+04, 1.0444336E+01, 6.4899999E-01, 0.0000000E+00, 6.1799997E-01,0,0,
4210395,20,391, 8.8330072E+02, 4.8974606E+02, 1.3671874E+01, 1.8167939E+00, 3.3587787E-01,-1.8549619E+00,-7.3800003E+01,-3.9450001E+01,-1.5210001E+02, 5.3285023E+01, 4.8750000E+01, 9.0594961E+04, 1.0456055E+01, 6.4899999E-01, 0.0000000E+00, 6.1799997E-01,0,0,
4211552,20,391, 8.5546869E+02, 4.7851559E+02, 6.3476558E+00, 1.8091604E+00,-4.7328246E-01, 8.0152673E-01,-7.2750000E+01,-4.0200001E+01,-1.5075000E+02, 5.3476711E+01, 4.8750000E+01, 9.0595672E+04, 1.0419922E+01, 6.4899999E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4212711,20,391, 8.7402338E+02, 4.8388669E+02, 1.3183593E+01, 3.6870229E+00, 2.0076337E+00,-1.8625954E+00,-7.3800003E+01,-3.9450001E+01,-1.5465001E+02, 5.3285023E+01, 4.8750000E+01, 9.0597609E+04, 1.0444336E+01, 6.5700001E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4213867,20,391, 8.6914056E+02, 4.8583981E+02, 1.7089844E+01, 1.7862595E+00,-1.0839695E+00,-1.5954199E+00,-7.4100006E+01,-3.8250000E+01,-1.5285001E+02, 5.3380867E+01, 4.8750000E+01, 9.0596898E+04, 1.0456055E+01, 6.4899999E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4215027,20,391, 8.7255853E+02, 4.7070309E+02, 1.2207030E+01, 1.3282443E+00,-9.9236643E-01,-2.2977099E+00,-7.2900002E+01,-3.8550003E+01,-1.5120001E+02, 5.3141254E+01, 4.8750000E+01, 9.0600766E+04, 1.0481445E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4216184,20,391, 8.5937494E+02, 4.8388669E+02, 2.1972654E+01, 3.5114503E-01,-7.6335877E-01,-1.4961832E+00,-7.4700005E+01,-3.7350002E+01,-1.5240001E+02, 5.3285023E+01, 4.8750000E+01, 9.0599359E+04, 1.0444336E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4217344,20,391, 8.5302728E+02, 4.9609372E+02, 1.0742187E+01, 2.9694657E+00,-5.5725193E-01,-1.5343511E+00,-7.2750000E+01,-3.7950001E+01,-1.5420001E+02, 5.3524635E+01, 4.8750000E+01, 9.0601297E+04, 1.0431641E+01, 6.5700001E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4218501,20,391, 8.6718744E+02, 4.7705075E+02, 1.0742187E+01, 3.0763359E+00,-1.2977099E-01,-2.9770992E+00,-7.3800003E+01,-3.6750000E+01,-1.5390001E+02, 5.3189175E+01, 4.8750000E+01, 9.0601281E+04, 1.0444336E+01, 6.4899999E-01, 0.0000000E+00, 6.1799997E-01,0,0,
4219657,20,391, 8.6181635E+02, 4.9511716E+02, 1.7089844E+01, 1.0000000E+00,-1.7938931E+00,-2.6259542E+00,-7.2300003E+01,-3.6450001E+01,-1.5000000E+02, 5.3524635E+01, 4.8750000E+01, 9.0601820E+04, 1.0444336E+01, 6.5700001E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4220815,20,391, 8.6132806E+02, 4.7216794E+02, 1.4160155E+01, 2.5801528E+00,-1.5419847E+00,-1.9465649E+00,-7.3950005E+01,-3.8550003E+01,-1.5345001E+02, 5.3285023E+01, 4.8759998E+01, 9.0600750E+04, 1.0457031E+01, 6.4899999E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4221972,20,391, 8.6572260E+02, 4.8535153E+02, 1.5136718E+01, 9.3893129E-01,-4.0229006E+00,-2.5648854E+00,-7.3950005E+01,-3.7050003E+01,-1.5375000E+02, 5.3332943E+01, 4.8750000E+01, 9.0597242E+04, 1.0456055E+01, 6.4899999E-01, 0.0000000E+00, 6.1799997E-01,0,0,
4223129,20,391, 8.5009760E+02, 4.7998044E+02, 1.3671874E+01, 2.6717558E+00, 2.3206108E+00,-2.3969467E+00,-7.3800003E+01,-3.7950001E+01,-1.5045001E+02, 5.3332943E+01, 4.8750000E+01, 9.0596547E+04, 1.0419922E+01, 6.5700001E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4224286,20,391, 8.5791010E+02, 4.8486325E+02, 2.4414061E+01, 1.3969465E+00,-2.5725191E+00,-2.0916030E+00,-7.3500000E+01,-3.9450001E+01,-1.5255000E+02, 5.3189175E+01, 4.8750000E+01, 9.0596375E+04, 1.0444336E+01, 6.4899999E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4225442,20,391, 8.5595697E+02, 4.7998044E+02, 1.4648437E+01,-5.1908398E-01,-2.4122138E+00,-2.8854961E+00,-7.2900002E+01,-3.7350002E+01,-1.5240001E+02, 5.3476711E+01, 4.8750000E+01, 9.0595148E+04, 1.0431641E+01, 6.4899999E-01, 0.0000000E+00, 6.1000001E-01,0,0,
4226599,20,391, 8.6669916E+02, 4.8193356E+02, 4.3945313E+00, 2.4427481E-01, 1.0534351E+00,-2.3740458E+00,-7.3950005E+01,-3.8550003E+01,-1.5450000E+02, 5.3332943E+01, 4.8759998E+01, 9.0597938E+04, 1.0457031E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4227757,20,391, 8.6279291E+02, 4.9365231E+02, 1.0742187E+01, 1.1145039E+00,-1.3664122E+00,-1.8244275E+00,-7.3200005E+01,-3.9600002E+01,-1.5165001E+02, 5.3620483E+01, 4.8750000E+01, 9.0594453E+04, 1.0456055E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4228915,20,391, 8.6328119E+02, 4.7851559E+02, 1.5624999E+01, 1.0992366E+00, 9.1603056E-02,-2.2213740E+00,-7.1700005E+01,-3.9450001E+01,-1.5495001E+02, 5.3524635E+01, 4.8759998E+01, 9.0599344E+04, 1.0468750E+01, 6.5700001E-01, 0.0000000E+00, 6.1699998E-01,0,0,
4230072,20,391, 8.6816400E+02, 4.7509763E+02, 1.6601563E+01, 8.7022901E-01, 1.5877863E+00,-2.6412213E+00,-7.4100006E+01,-3.7200001E+01,-1.5255000E+02, 5.3332943E+01, 4.8759998E+01, 9.0600219E+04, 1.0444336E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4231227,20,391, 8.5107416E+02, 4.8681638E+02, 1.5624999E+01, 1.7328244E+00,-1.7480916E+00,-3.2213740E+00,-7.4100006E+01,-3.7950001E+01,-1.5390001E+02, 5.3189175E+01, 4.8759998E+01, 9.0599516E+04, 1.0407227E+01, 6.4800000E-01, 0.0000000E+00, 6.0900003E-01,0,0,
4232383,20,392, 8.5693353E+02, 4.9511716E+02, 2.2949217E+01, 2.8167939E+00,-2.1984732E+00,-8.7022901E-01,-7.3950005E+01,-3.7800003E+01,-1.5240001E+02, 5.3476711E+01, 4.8759998E+01, 9.0601461E+04, 1.0457031E+01, 6.5700001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
4233540,20,392, 8.5156244E+02, 4.9316403E+02, 2.2460936E+01, 7.0992368E-01,-7.1603055E+00,-2.7099237E+00,-7.3050003E+01,-3.9000000E+01,-1.5285001E+02, 5.3332943E+01, 4.8750000E+01, 9.0599188E+04, 1.0456055E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
