"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",
1107553,20,105, 5.7080078E+02, 7.2363275E+02, 3.1249998E+01, 1.0793893E+01,-4.9618322E-01,-4.5648853E+01,-7.4550003E+01, 3.7950001E+01,-7.6200005E+01, 4.6432053E+01, 4.1369999E+01, 9.0633578E+04, 1.3162109E+01, 6.3700002E-01, 0.0000000E+00, 6.7799997E-01,1,0,
1108704,20,105, 4.8339841E+02, 6.1523438E+02, 1.0742187E+01, 1.5580153E+01, 3.7251909E+00,-1.7175573E+01,-7.3650002E+01, 3.9600002E+01,-7.5000000E+01, 4.6479980E+01, 4.1369999E+01, 9.0636352E+04, 1.3162109E+01, 6.3700002E-01, 0.0000000E+00, 6.7000002E-01,1,0,
1109859,20,105, 5.2148438E+02, 7.3535150E+02, 3.8574219E+01, 1.6824427E+01,-8.6259544E-01,-1.1877863E+01,-6.5550003E+01, 4.3950001E+01,-7.6500000E+01, 4.6479980E+01, 4.1369999E+01, 9.0630813E+04, 1.3174805E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,1,0,
1111013,20,105, 5.5468750E+02, 7.7392572E+02, 4.2968746E+01, 1.9320610E+01, 4.9541984E+00,-1.9671755E+01,-6.0750004E+01, 4.7100002E+01,-8.1600006E+01, 4.6479980E+01, 4.1369999E+01, 9.0629750E+04, 1.3113281E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,1,0,
1112168,20,105, 7.1777338E+02, 8.6816400E+02, 8.3496086E+01, 1.0450381E+01,-3.7404579E-01, 3.3053436E+00,-6.1350002E+01, 5.0100002E+01,-8.4150002E+01, 4.6479980E+01, 4.1380001E+01, 9.0634953E+04, 1.3162109E+01, 6.3700002E-01, 0.0000000E+00, 6.7799997E-01,1,0,
1113323,20,105, 7.1435541E+02, 7.5195306E+02, 6.8847656E+01, 8.3893127E+00, 4.5648856E+00,-7.6030536E+00,-6.1200001E+01, 5.0550003E+01,-8.6700005E+01, 4.6623749E+01, 4.1380001E+01, 9.0635836E+04, 1.3150391E+01, 6.3700002E-01, 0.0000000E+00, 6.7000002E-01,1,0,
1114478,20,105, 8.6669916E+02, 1.2426758E+03, 9.9121086E+01,-3.6793892E+00, 1.4038168E+01, 9.8549614E+00,-5.8200001E+01, 5.1150002E+01,-9.1800003E+01, 4.6288284E+01, 4.1380001E+01, 9.0636031E+04, 1.3174805E+01, 6.2900001E-01, 0.0000000E+00, 6.7799997E-01,0,0,
1115635,20,105, 7.1484369E+02, 8.0468744E+02, 6.5917969E+01,-6.6488547E+00, 5.8167939E+00,-1.1221374E+00,-5.7150002E+01, 5.0400002E+01,-9.2550003E+01, 4.6479980E+01, 4.1380001E+01, 9.0636898E+04, 1.3163086E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
1116790,20,105, 4.7265622E+02, 8.8232416E+02, 4.2480465E+01, 4.3816795E+00, 4.4351144E+00,-1.9770992E+01,-5.4300003E+01, 5.3400002E+01,-9.2850006E+01, 4.6671669E+01, 4.1380001E+01, 9.0637078E+04, 1.3150391E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
1117948,20,105, 5.0634763E+02, 7.2998041E+02, 9.7167961E+01, 1.3824428E+01, 5.9541982E-01,-3.0305343E+00,-5.4750004E+01, 5.4000004E+01,-9.2700005E+01, 4.6623749E+01, 4.1380001E+01, 9.0633422E+04, 1.3163086E+01, 6.3800001E-01, 0.0000000E+00, 6.7799997E-01,0,0,
