"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",1148,0,0, 2.0507811E+01, 9.9707025E+02,-2.7343748E+01, 8.9312977E-01, 4.1221374E-01,-5.0152674E+00,-2.2350000E+01, 2.9550001E+01,-1.3755000E+02, 4.1687691E+01, 3.8700001E+01, 9.0625914E+04, 1.3775391E+01, 6.2800002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
16010,0,0, 1.8554688E+01, 9.8437494E+02,-4.9316402E+01, 1.6870229E+00, 4.2061067E+00,-6.4274807E+00,-2.4900002E+01, 3.6300003E+01,-1.3680000E+02, 4.2550304E+01, 3.8869999E+01, 9.0626516E+04, 1.3538086E+01, 6.2800002E-01, 0.0000000E+00, 6.7799997E-01,0,0,
17155,0,0, 6.3476558E+00, 9.5166010E+02,-6.5429688E+01, 9.3893129E-01,-1.3435115E+00,-2.1450381E+00,-2.8650002E+01, 3.4950001E+01,-1.3605000E+02, 4.2981609E+01, 3.8880001E+01, 9.0625688E+04, 1.3539063E+01, 6.2800002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
18298,0,0, 2.4414063E+00, 1.0083007E+03,-2.5878904E+01, 3.6106870E+00, 1.4732825E+00,-3.9770992E+00,-3.0750002E+01, 3.3900002E+01,-1.3500000E+02, 4.2741997E+01, 3.8889999E+01, 9.0628656E+04, 1.3539063E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
19442,0,0, 1.4648437E+01, 9.9609369E+02,-4.1015621E+01, 2.8396947E+00, 1.2290076E+00,-3.4045801E+00,-3.1050001E+01, 3.4200001E+01,-1.3560001E+02, 4.2454460E+01, 3.8889999E+01, 9.0629359E+04, 1.3563477E+01, 6.3700002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
20586,0,0, 6.2988277E+01, 8.9062494E+02,-1.5136718E+01, 4.8854961E+00, 3.2137403E+00,-1.3740458E+00,-2.6700001E+01, 3.6300003E+01,-1.3650000E+02, 4.2598228E+01, 3.8889999E+01, 9.0628352E+04, 1.3539063E+01, 6.3700002E-01, 0.0000000E+00, 6.7799997E-01,0,0,
21730,0,0, 2.2460936E+01, 1.0087890E+03,-3.6621094E+01, 1.1221374E+00,-1.0992366E+00,-9.7709924E-01,-2.6250002E+01, 3.5550003E+01,-1.3725000E+02, 4.2933685E+01, 3.8910000E+01, 9.0628391E+04, 1.3540039E+01, 6.2800002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
22875,0,0, 2.4902342E+01, 1.0170898E+03,-3.1249998E+01, 1.1679389E+00,-7.4045801E-01,-1.0305344E+00,-2.5950001E+01, 3.5850002E+01,-1.3725000E+02, 4.2933685E+01, 3.8910000E+01, 9.0629430E+04, 1.3540039E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
24018,0,0, 4.0039063E+01, 9.7949213E+02,-9.7656250E+00, 4.1374044E+00, 2.2366412E+00,-4.9083967E+00,-2.8200001E+01, 3.7950001E+01,-1.3875000E+02, 4.2933685E+01, 3.8910000E+01, 9.0629266E+04, 1.3540039E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
25162,0,0, 2.6855467E+01, 1.0175781E+03,-7.1777344E+01, 3.5267177E+00, 3.6641222E-01,-5.1145039E+00,-2.5800001E+01, 3.5700001E+01,-1.3665001E+02, 4.2837841E+01, 3.8919998E+01, 9.0628430E+04, 1.3564453E+01, 6.3700002E-01, 0.0000000E+00, 6.7100000E-01,0,0,
26306,1,0, 1.4648437E+01, 1.0209960E+03,-1.7089844E+01, 1.3740458E+00,-2.0305343E+00,-2.8244274E+00,-2.6400002E+01, 3.4950001E+01,-1.3740001E+02, 4.2837841E+01, 3.8919998E+01, 9.0627578E+04, 1.3612305E+01, 6.3700002E-01, 0.0000000E+00, 6.7799997E-01,0,0,
27451,3,1, 3.6621094E+01, 9.9169916E+02,-1.2695312E+01, 5.1145041E-01, 9.7709924E-01, 4.3511450E-01,-2.6700001E+01, 3.4350002E+01,-1.3785001E+02, 4.2646149E+01, 3.8919998E+01, 9.0630703E+04, 1.3672852E+01, 6.2900001E-01, 0.0000000E+00, 6.6900003E-01,0,0,
28598,5,1, 3.2714844E+01, 1.0234374E+03,-4.1992184E+01,-3.4351146E-01, 1.6793893E-01, 4.9770994E+00,-2.6850000E+01, 3.6000000E+01,-1.3560001E+02, 4.2933685E+01, 3.8930000E+01, 9.0629133E+04, 1.3661133E+01, 6.2900001E-01, 0.0000000E+00, 6.7799997E-01,0,0,
29748,7,3, 1.7089844E+01, 9.9169916E+02,-3.3691406E+01, 2.4732823E+00, 4.5801528E-02,-2.3893130E+00,-2.7750002E+01, 3.4350002E+01,-1.3965001E+02, 4.2981609E+01, 3.8939999E+01, 9.0630578E+04, 1.3698242E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
30898,9,5, 1.4648437E+01, 9.9121088E+02,-3.0273436E+01, 1.0687023E+00,-1.4732825E+00,-2.3893130E+00,-2.6700001E+01, 3.3600002E+01,-1.3965001E+02, 4.3077454E+01, 3.8939999E+01, 9.0631109E+04, 1.3842773E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
32048,11,7, 1.7578125E+01, 9.8876947E+02,-3.2714844E+01,-7.6335877E-02, 1.2900764E+00,-1.7251909E+00,-2.6250002E+01, 3.4800003E+01,-1.3830000E+02, 4.2981609E+01, 3.8950001E+01, 9.0628719E+04, 1.3963867E+01, 6.2800002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
