"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",
886885,20,105, 8.1591791E+02, 5.5517578E+02, 3.2714844E+01, 1.0305344E+00, 1.3816794E+00,-1.9007634E+00,-7.3200005E+01, 4.2600002E+01,-9.6750008E+01, 4.6288284E+01, 4.1080002E+01, 9.0636078E+04, 1.3178711E+01, 6.2900001E-01, 0.0000000E+00, 6.7100000E-01,0,0,
888033,20,105, 8.0761713E+02, 5.6591797E+02, 4.9804684E+01,-1.3816794E+00, 1.1374046E+00,-3.2213740E+00,-7.3800003E+01, 4.5450001E+01,-9.6300003E+01, 4.6336208E+01, 4.1090000E+01, 9.0638195E+04, 1.3178711E+01, 6.3700002E-01, 0.0000000E+00, 6.7900002E-01,0,0,
889184,20,105, 8.1542963E+02, 5.7617188E+02, 5.4687496E+01, 2.7480915E-01,-1.7786260E+00,-4.1908398E+00,-7.2000000E+01, 4.3200001E+01,-9.5850006E+01, 4.6144516E+01, 4.1090000E+01, 9.0637688E+04, 1.3191406E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
890334,20,105, 8.0078119E+02, 5.6835938E+02, 4.5898434E+01, 8.5496181E-01,-1.2061069E+00,-2.1145039E+00,-7.1250000E+01, 4.2450001E+01,-9.6300003E+01, 4.6432053E+01, 4.1099998E+01, 9.0637156E+04, 1.3191406E+01, 6.2900001E-01, 0.0000000E+00, 6.7900002E-01,0,0,
891485,20,105, 8.0322260E+02, 5.5371094E+02, 4.8339840E+01, 2.1908398E+00, 1.5267175E+00,-2.5267177E+00,-7.3950005E+01, 4.2600002E+01,-9.7500008E+01, 4.6096596E+01, 4.1099998E+01, 9.0635781E+04, 1.3191406E+01, 6.3700002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
892636,20,105, 8.2373041E+02, 5.7714844E+02, 5.3222652E+01, 1.6030534E-01,-6.1068702E-01,-1.8244275E+00,-7.3050003E+01, 4.2750000E+01,-9.6300003E+01, 4.6096596E+01, 4.1099998E+01, 9.0634391E+04, 1.3178711E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
893786,20,105, 8.2470697E+02, 5.7421875E+02, 5.2246090E+01, 7.6335877E-02, 1.7175573E+00,-3.0152671E+00,-7.4100006E+01, 4.4700001E+01,-9.7350006E+01, 4.6288284E+01, 4.1099998E+01, 9.0634758E+04, 1.3191406E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
894937,20,105, 8.0761713E+02, 5.7275391E+02, 5.1269527E+01, 1.1450381E+00, 9.6946567E-01,-3.2977099E+00,-7.5600006E+01, 4.2450001E+01,-1.0005000E+02, 4.6288284E+01, 4.1099998E+01, 9.0635969E+04, 1.3191406E+01, 6.3700002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
896089,20,105, 8.1396478E+02, 5.7080078E+02, 4.8828121E+01, 1.5954199E+00,-2.5648854E+00,-1.9465649E+00,-7.7700005E+01, 4.0950001E+01,-1.0230000E+02, 4.6288284E+01, 4.1099998E+01, 9.0634586E+04, 1.3203125E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
897242,20,105, 8.1689447E+02, 5.6396484E+02, 4.9804684E+01, 3.4580152E+00,-1.1832061E+00,-1.9770992E+00,-7.7250000E+01, 4.2150002E+01,-1.0170000E+02, 4.6288284E+01, 4.1110001E+01, 9.0635984E+04, 1.3191406E+01, 6.2900001E-01, 0.0000000E+00, 6.7100000E-01,0,0,
