"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",
5088748,20,419, 9.0771478E+02, 5.6933594E+02, 9.7656250E+00, 2.4427481E+00,-3.2061067E-01, 8.7786257E-01,-7.1250000E+01,-3.8700001E+01,-1.5045001E+02, 5.4147633E+01, 4.9919998E+01, 9.0588156E+04, 9.6523438E+00, 6.4800000E-01, 0.0000000E+00, 6.0900003E-01,0,0,
5089928,20,419, 7.6269525E+02, 3.8525388E+02,-1.4160155E+01, 3.4198472E+00, 2.4961832E+00,-2.9312978E+00,-7.2000000E+01,-3.8700001E+01,-1.5180000E+02, 5.4531017E+01, 4.9919998E+01, 9.0583070E+04, 9.6279297E+00, 6.5700001E-01, 0.0000000E+00, 6.1000001E-01,0,0,
5091084,20,419, 8.3935541E+02, 4.2724606E+02, 4.8828121E+01,-6.8702288E-02,-2.5190840E+00,-3.0381680E+00,-7.3500000E+01,-3.7950001E+01,-1.5000000E+02, 5.4435169E+01, 4.9919998E+01, 9.0588672E+04, 9.6152344E+00, 6.4899999E-01, 0.0000000E+00, 6.1699998E-01,0,0,
5092240,20,419, 8.3886713E+02, 4.4531247E+02, 2.7832029E+01, 1.0839695E+00, 1.3587786E+00,-1.7099236E+00,-7.1400002E+01,-3.8550003E+01,-1.5015001E+02, 5.4387245E+01, 4.9919998E+01, 9.0583219E+04, 9.6279297E+00, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
5093397,20,419, 9.1894525E+02, 5.4931641E+02, 1.8066406E+01, 8.6259544E-01,-2.5725191E+00,-4.6259542E+00,-7.0950005E+01,-3.6000000E+01,-1.5075000E+02, 5.4578938E+01, 4.9919998E+01, 9.0587797E+04, 9.6279297E+00, 6.5700001E-01, 0.0000000E+00, 6.1699998E-01,0,0,
5094553,20,419, 8.5644525E+02, 4.4189450E+02, 1.1328124E+02, 9.9236643E-01, 3.7404579E-01,-3.0229008E+00,-7.3650002E+01,-3.8550003E+01,-1.4955000E+02, 5.4435169E+01, 4.9919998E+01, 9.0582172E+04, 9.5537109E+00, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
5095710,20,419, 9.0087885E+02, 5.6152344E+02, 1.6845702E+02, 1.6335878E+00,-3.7404579E-01,-1.4961832E+00,-7.0950005E+01,-3.7200001E+01,-1.4970001E+02, 5.4531017E+01, 4.9939999E+01, 9.0587258E+04, 9.6152344E+00, 6.5700001E-01, 0.0000000E+00, 6.1699998E-01,0,0,
5096869,20,419, 8.3447260E+02, 4.8144528E+02, 6.3476559E+01, 5.6106873E+00,-1.4198474E+00,-3.4580152E+00,-7.3200005E+01,-3.7800003E+01,-1.5090001E+02, 5.4578938E+01, 4.9939999E+01, 9.0583563E+04, 9.6152344E+00, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,1,
5098027,20,419, 7.7246088E+02, 4.3066403E+02, 1.1230468E+01, 1.0076336E+00, 1.3587786E+00,-2.6106870E+00,-7.3650002E+01,-3.7800003E+01,-1.4910001E+02, 5.4578938E+01, 4.9930000E+01, 9.0584641E+04, 9.6152344E+00, 6.4899999E-01, 0.0000000E+00, 6.1799997E-01,0,0,
5099186,20,419, 7.6025385E+02, 3.9208981E+02, 0.0000000E+00, 2.8396947E+00,-2.7022901E+00,-1.3893130E+00,-7.2150002E+01,-3.8100002E+01,-1.4880000E+02, 5.4674786E+01, 4.9950001E+01, 9.0586219E+04, 9.6162109E+00, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
5100342,20,419, 8.4228510E+02, 3.6865231E+02, 3.7597656E+01, 2.7557251E+00,-7.1755725E-01,-6.2900763E+00,-7.2900002E+01,-3.7800003E+01,-1.5060001E+02, 5.4578938E+01, 4.9939999E+01, 9.0583922E+04, 9.6162109E+00, 6.5700001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
5101502,20,419, 9.5605463E+02, 5.2148438E+02, 2.0507811E+01, 1.3816794E+00,-3.6564887E+00,-3.4961832E+00,-7.1850006E+01,-3.7050003E+01,-1.4745001E+02, 5.4435169E+01, 4.9950001E+01, 9.0588148E+04, 9.6162109E+00, 6.4800000E-01, 0.0000000E+00, 6.1000001E-01,0,0,
