"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",
2653734,20,307, 8.2031244E+02, 5.6103516E+02, 2.5878904E+01, 1.3587786E+00,-1.6106870E+00,-4.3587785E+00,-7.8600006E+01,-3.6600002E+01,-1.5270001E+02, 5.0553421E+01, 4.5650002E+01, 9.0622813E+04, 1.2191406E+01, 6.5700001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
2654887,20,307, 8.5644525E+02, 4.9511716E+02, 1.7089844E+01, 8.3206105E-01, 3.2061067E-01,-1.1374046E+00,-7.8150002E+01,-3.7500000E+01,-1.5390001E+02, 5.0457573E+01, 4.5650002E+01, 9.0624219E+04, 1.2155273E+01, 6.4899999E-01, 0.0000000E+00, 6.1000001E-01,0,0,
2656046,20,307, 8.7451166E+02, 4.9121091E+02, 3.3691406E+01, 4.5801528E-02, 2.0610687E-01,-3.7786260E+00,-7.6800003E+01,-3.7050003E+01,-1.5450000E+02, 5.0122116E+01, 4.5660000E+01, 9.0624734E+04, 1.2155273E+01, 6.2800002E-01, 0.0000000E+00, 6.1000001E-01,0,0,
2657203,20,307, 8.5791010E+02, 4.8730466E+02, 2.0996092E+01, 1.6488550E+00,-1.9236641E+00,-2.2595420E+00,-7.8150002E+01,-3.6450001E+01,-1.5390001E+02, 5.0553421E+01, 4.5669998E+01, 9.0626328E+04, 1.2179688E+01, 6.3700002E-01, 0.0000000E+00, 6.1000001E-01,0,0,
2658359,20,307, 8.5986322E+02, 4.9707028E+02, 2.0507811E+01, 7.3282444E-01,-1.0152671E+00,-3.4961832E+00,-7.8600006E+01,-3.5850002E+01,-1.5195001E+02, 5.0505497E+01, 4.5669998E+01, 9.0624242E+04, 1.2155273E+01, 6.2900001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
2659516,20,307, 8.5693353E+02, 4.6972653E+02, 3.0761717E+01, 2.8854961E+00,-2.5648854E+00,-1.2748091E+00,-7.7250000E+01,-3.6300003E+01,-1.5345001E+02, 5.0505497E+01, 4.5669998E+01, 9.0622656E+04, 1.2143555E+01, 6.4899999E-01, 0.0000000E+00, 6.1799997E-01,0,0,
2660673,20,308, 8.3984369E+02, 4.8437497E+02, 2.3925779E+01, 1.5572519E+00,-3.5038168E+00,-1.4580153E+00,-7.7400002E+01,-3.7950001E+01,-1.5255000E+02, 5.0457573E+01, 4.5680000E+01, 9.0626000E+04, 1.2131836E+01, 6.2900001E-01, 0.0000000E+00, 6.6900003E-01,0,0,
2661833,20,308, 8.5498041E+02, 4.7509763E+02, 2.7832029E+01, 2.1450381E+00,-1.0381680E+00,-2.0534351E+00,-7.7400002E+01,-3.7500000E+01,-1.5210001E+02, 5.0313805E+01, 4.5680000E+01, 9.0626172E+04, 1.2156250E+01, 6.4899999E-01, 0.0000000E+00, 6.1699998E-01,0,0,
2662991,20,308, 8.5742181E+02, 4.8339841E+02, 2.4902342E+01, 9.4656491E-01, 2.1603053E+00,-1.3587786E+00,-7.7400002E+01,-3.6450001E+01,-1.5390001E+02, 5.0313805E+01, 4.5689999E+01, 9.0623383E+04, 1.2143555E+01, 6.4899999E-01, 0.0000000E+00, 6.1699998E-01,0,0,
2664152,20,308, 8.6132806E+02, 4.9804684E+02, 1.3183593E+01, 3.2061069E+00,-3.8167939E+00,-1.8091604E+00,-7.6500000E+01,-3.8100002E+01,-1.5270001E+02, 5.0505497E+01, 4.5689999E+01, 9.0624422E+04, 1.2167969E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
2665309,20,308, 8.4326166E+02, 5.1464844E+02, 4.5410152E+01, 5.8778626E-01,-4.5877862E+00,-2.2977099E+00,-7.6800003E+01,-3.6600002E+01,-1.5450000E+02, 5.0553421E+01, 4.5689999E+01, 9.0622680E+04, 1.2143555E+01, 6.5700001E-01, 0.0000000E+00, 6.0900003E-01,0,0,
2666468,20,308, 8.5742181E+02, 4.9169919E+02, 2.3437498E+01, 3.3511450E+00, 1.4045801E+00,-3.3816793E+00,-7.7850006E+01,-3.7800003E+01,-1.5480000E+02, 5.0217960E+01, 4.5700001E+01, 9.0622500E+04, 1.2156250E+01, 6.5700001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
2667625,20,308, 8.5839838E+02, 4.9560544E+02, 2.2949217E+01, 1.6412214E+00, 2.2061069E+00,-4.5496182E+00,-7.5600006E+01,-3.7200001E+01,-1.5420001E+02, 5.0649265E+01, 4.5700001E+01, 9.0623047E+04, 1.2119141E+01, 6.4899999E-01, 0.0000000E+00, 6.0900003E-01,0,0,
2668783,20,308, 8.6328119E+02, 4.8681638E+02, 1.5136718E+01,-3.2824427E-01,-4.2748094E+00,-2.3816793E+00,-7.8300003E+01,-3.4800003E+01,-1.5480000E+02, 5.0313805E+01, 4.5700001E+01, 9.0623563E+04, 1.2144531E+01, 6.5700001E-01, 0.0000000E+00, 6.1799997E-01,0,0,
